OBJECTID,FIPS,County,Tract_Name,Population_Total,Education_Population_AgeOver24,Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_LessThan9th,Education_Population_AgeOver24_No_High_School_Diploma,Percent_Education_Population_AgeOver24_No_High_School_Diploma,Education_Population_AgeOver24_High_School_Graduate,Percent_Education_Population_AgeOver24_High_School_Graduate,Education_Population_AgeOver24_Some_College_NoDegree,Percent_Education_Population_AgeOver24_Some_College_NoDegree,Education_Population_AgeOver24_Associates_Degree,Percent_Education_Population_AgeOver24_Associates_Degree,Education_Population_AgeOver24_Bachelors_Degree,Percent_Education_Population_AgeOver24_Bachelors_Degree,Education_Population_AgeOver24_Graduate_Degree_Higher,Percent_Education_Population_AgeOver24_Graduate_Degree_Higher,Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_HSD_Higher,Education_Population_AgeOver24_Bachelors_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher,Education_Population_AgeOver24_LessThan9th_Or_No_High_School_Dip,Percent_Education_Population_AgeOver24_LessThan9th_Or_No_High_Sc
986,08041006901,EL PASO,"Census Tract 69.01, El Paso County, Colorado",5109,3298,74,2.2,13,0.4,239,7.2,740,22.4,391,11.9,1079,32.7,762,23.1,3211,97.4,1841,55.8,87,2.6
987,08041006301,EL PASO,"Census Tract 63.01, El Paso County, Colorado",5196,3376,131,3.9,243,7.2,1200,35.5,877,26,378,11.2,373,11,174,5.2,3002,88.9,547,16.2,374,11.1
988,08041006302,EL PASO,"Census Tract 63.02, El Paso County, Colorado",6035,3521,145,4.1,281,8,847,24.1,813,23.1,716,20.3,544,15.5,175,5,3095,87.9,719,20.4,426,12.1
989,08041005110,EL PASO,"Census Tract 51.10, El Paso County, Colorado",4230,2737,29,1.1,117,4.3,877,32,822,30,196,7.2,495,18.1,201,7.3,2591,94.7,696,25.4,146,5.4
990,08041006801,EL PASO,"Census Tract 68.01, El Paso County, Colorado",4304,2845,13,0.5,142,5,655,23,639,22.5,272,9.6,772,27.1,352,12.4,2690,94.6,1124,39.5,155,5.5
991,08041006802,EL PASO,"Census Tract 68.02, El Paso County, Colorado",4054,2496,23,0.9,69,2.8,454,18.2,441,17.7,311,12.5,906,36.3,292,11.7,2404,96.3,1198,48,92,3.7
992,08041004601,EL PASO,"Census Tract 46.01, El Paso County, Colorado",4232,2978,61,2,65,2.2,1030,34.6,830,27.9,497,16.7,336,11.3,159,5.3,2852,95.8,495,16.6,126,4.2
993,08041004511,EL PASO,"Census Tract 45.11, El Paso County, Colorado",7195,4641,154,3.3,219,4.7,1444,31.1,1478,31.8,673,14.5,468,10.1,205,4.4,4268,92,673,14.5,373,8
994,08041004602,EL PASO,"Census Tract 46.02, El Paso County, Colorado",4629,3125,102,3.3,195,6.2,918,29.4,858,27.5,459,14.7,425,13.6,168,5.4,2828,90.5,593,19,297,9.5
995,08041007601,EL PASO,"Census Tract 76.01, El Paso County, Colorado",9405,6145,40,0.7,229,3.7,1072,17.4,1401,22.8,598,9.7,1787,29.1,1018,16.6,5876,95.6,2805,45.6,269,4.4
996,08041007602,EL PASO,"Census Tract 76.02, El Paso County, Colorado",3524,2638,41,1.6,104,3.9,296,11.2,521,19.7,274,10.4,777,29.5,625,23.7,2493,94.5,1402,53.1,145,5.5
997,08041007202,EL PASO,"Census Tract 72.02, El Paso County, Colorado",9588,6363,57,0.9,127,2,669,10.5,1076,16.9,456,7.2,1901,29.9,2077,32.6,6179,97.1,3978,62.5,184,2.9
998,08041003802,EL PASO,"Census Tract 38.02, El Paso County, Colorado",4329,77,0,0,0,0,0,0,77,100,0,0,0,0,0,0,77,100,0,0,0,0
999,08041003307,EL PASO,"Census Tract 33.07, El Paso County, Colorado",3450,2337,21,0.9,94,4,554,23.7,570,24.4,325,13.9,502,21.5,271,11.6,2222,95.1,773,33.1,115,4.9
1000,08041003400,EL PASO,"Census Tract 34, El Paso County, Colorado",3381,2675,23,0.9,33,1.2,540,20.2,712,26.6,237,8.9,614,23,516,19.3,2619,97.9,1130,42.2,56,2.1
1001,08041006700,EL PASO,"Census Tract 67, El Paso County, Colorado",6132,4683,57,1.2,91,1.9,787,16.8,866,18.5,502,10.7,1264,27,1116,23.8,4535,96.8,2380,50.8,148,3.1
1002,08041003701,EL PASO,"Census Tract 37.01, El Paso County, Colorado",7967,5533,281,5.1,95,1.7,697,12.6,1274,23,625,11.3,1539,27.8,1022,18.5,5157,93.2,2561,46.3,376,6.8
1003,08041004100,EL PASO,"Census Tract 41, El Paso County, Colorado",5036,3312,42,1.3,77,2.3,1203,36.3,981,29.6,550,16.6,217,6.6,242,7.3,3193,96.4,459,13.9,119,3.6
1004,08041004200,EL PASO,"Census Tract 42, El Paso County, Colorado",3789,2553,62,2.4,47,1.8,889,34.8,800,31.3,248,9.7,369,14.5,138,5.4,2444,95.7,507,19.9,109,4.2
1005,08041004508,EL PASO,"Census Tract 45.08, El Paso County, Colorado",7287,4409,19,0.4,399,9,1726,39.1,1096,24.9,551,12.5,492,11.2,126,2.9,3991,90.5,618,14,418,9.4
1006,08041004507,EL PASO,"Census Tract 45.07, El Paso County, Colorado",3541,2108,67,3.2,134,6.4,623,29.6,534,25.3,323,15.3,307,14.6,120,5.7,1907,90.5,427,20.3,201,9.6
1007,08041004506,EL PASO,"Census Tract 45.06, El Paso County, Colorado",5581,3709,109,2.9,280,7.5,1296,34.9,1048,28.3,567,15.3,321,8.7,88,2.4,3320,89.5,409,11,389,10.4
1008,08041004300,EL PASO,"Census Tract 43, El Paso County, Colorado",6727,4332,100,2.3,300,6.9,1146,26.5,1191,27.5,470,10.8,701,16.2,424,9.8,3932,90.8,1125,26,400,9.2
1009,08041005000,EL PASO,"Census Tract 50, El Paso County, Colorado",5577,3480,13,0.4,241,6.9,1002,28.8,1165,33.5,436,12.5,524,15.1,99,2.8,3226,92.7,623,17.9,254,7.3
1010,08041006200,EL PASO,"Census Tract 62, El Paso County, Colorado",5194,3152,277,8.8,386,12.2,854,27.1,853,27.1,319,10.1,340,10.8,123,3.9,2489,79,463,14.7,663,21
1011,08041006100,EL PASO,"Census Tract 61, El Paso County, Colorado",4340,2464,133,5.4,285,11.6,832,33.8,689,28,216,8.8,214,8.7,95,3.9,2046,83,309,12.5,418,17
1012,08041006000,EL PASO,"Census Tract 60, El Paso County, Colorado",7045,4646,348,7.5,358,7.7,1726,37.2,1264,27.2,282,6.1,494,10.6,174,3.7,3940,84.8,668,14.4,706,15.2
1013,08041005900,EL PASO,"Census Tract 59, El Paso County, Colorado",6673,4919,0,0,83,1.7,1261,25.6,1275,25.9,546,11.1,1038,21.1,716,14.6,4836,98.3,1754,35.7,83,1.7
1014,08041005800,EL PASO,"Census Tract 58, El Paso County, Colorado",3059,2208,30,1.4,47,2.1,474,21.5,689,31.2,236,10.7,483,21.9,249,11.3,2131,96.5,732,33.2,77,3.5
1015,08041005700,EL PASO,"Census Tract 57, El Paso County, Colorado",6092,4326,25,0.6,124,2.9,700,16.2,1394,32.2,593,13.7,815,18.8,675,15.6,4177,96.6,1490,34.4,149,3.5
1016,08041005602,EL PASO,"Census Tract 56.02, El Paso County, Colorado",3422,2399,43,1.8,92,3.8,591,24.6,656,27.3,216,9,552,23,249,10.4,2264,94.4,801,33.4,135,5.6
1017,08041004703,EL PASO,"Census Tract 47.03, El Paso County, Colorado",5869,3934,43,1.1,82,2.1,613,15.6,1037,26.4,428,10.9,1170,29.7,561,14.3,3809,96.8,1731,44,125,3.2
1018,08041004009,EL PASO,"Census Tract 40.09, El Paso County, Colorado",1692,987,66,6.7,115,11.7,279,28.3,282,28.6,109,11,107,10.8,29,2.9,806,81.7,136,13.8,181,18.4
1019,08041005202,EL PASO,"Census Tract 52.02, El Paso County, Colorado",3081,1827,0,0,95,5.2,377,20.6,830,45.4,214,11.7,191,10.5,120,6.6,1732,94.8,311,17,95,5.2
1020,08041003905,EL PASO,"Census Tract 39.05, El Paso County, Colorado",4223,2968,10,0.3,32,1.1,482,16.2,881,29.7,307,10.3,920,31,336,11.3,2926,98.6,1256,42.3,42,1.4
1021,08041003706,EL PASO,"Census Tract 37.06, El Paso County, Colorado",4572,3244,63,1.9,56,1.7,299,9.2,701,21.6,312,9.6,1051,32.4,762,23.5,3125,96.3,1813,55.9,119,3.6
1022,08041003705,EL PASO,"Census Tract 37.05, El Paso County, Colorado",5953,4095,0,0,23,0.6,313,7.6,560,13.7,323,7.9,1895,46.3,981,24,4072,99.4,2876,70.2,23,0.6
1023,08041003000,EL PASO,"Census Tract 30, El Paso County, Colorado",3888,2930,76,2.6,105,3.6,632,21.6,630,21.5,393,13.4,735,25.1,359,12.3,2749,93.8,1094,37.3,181,6.2
1024,08041003303,EL PASO,"Census Tract 33.03, El Paso County, Colorado",5793,3932,140,3.6,340,8.6,1007,25.6,1001,25.5,427,10.9,633,16.1,384,9.8,3452,87.8,1017,25.9,480,12.2
1025,08041004503,EL PASO,"Census Tract 45.03, El Paso County, Colorado",15820,9626,43,0.4,189,2,2140,22.2,2717,28.2,2181,22.7,1536,16,820,8.5,9394,97.6,2356,24.5,232,2.4
1026,08041002900,EL PASO,"Census Tract 29, El Paso County, Colorado",5582,3257,153,4.7,244,7.5,946,29,852,26.2,292,9,519,15.9,251,7.7,2860,87.8,770,23.6,397,12.2
1027,08041002000,EL PASO,"Census Tract 20, El Paso County, Colorado",6834,4580,145,3.2,334,7.3,1152,25.2,1398,30.5,533,11.6,792,17.3,226,4.9,4101,89.5,1018,22.2,479,10.5
1028,08041004502,EL PASO,"Census Tract 45.02, El Paso County, Colorado",6731,4364,56,1.3,84,1.9,1005,23,1129,25.9,637,14.6,893,20.5,560,12.8,4224,96.8,1453,33.3,140,3.2
1029,08041001900,EL PASO,"Census Tract 19, El Paso County, Colorado",4873,3393,191,5.6,418,12.3,984,29,800,23.6,458,13.5,394,11.6,148,4.4,2784,82.1,542,16,609,17.9
1030,08041001800,EL PASO,"Census Tract 18, El Paso County, Colorado",1952,1466,22,1.5,20,1.4,155,10.6,291,19.8,108,7.4,473,32.3,397,27.1,1424,97.1,870,59.3,42,2.9
1031,08041001700,EL PASO,"Census Tract 17, El Paso County, Colorado",1882,1375,4,0.3,72,5.2,284,20.7,327,23.8,122,8.9,338,24.6,228,16.6,1299,94.5,566,41.2,76,5.5
1032,08041001600,EL PASO,"Census Tract 16, El Paso County, Colorado",3359,1196,5,0.4,24,2,202,16.9,345,28.8,30,2.5,389,32.5,201,16.8,1167,97.6,590,49.3,29,2.4
1033,08041001500,EL PASO,"Census Tract 15, El Paso County, Colorado",2145,1674,25,1.5,11,0.7,395,23.6,361,21.6,337,20.1,353,21.1,192,11.5,1638,97.8,545,32.6,36,2.2
1034,08041003906,EL PASO,"Census Tract 39.06, El Paso County, Colorado",6275,4223,58,1.4,106,2.5,581,13.8,930,22,339,8,1080,25.6,1129,26.7,4059,96.1,2209,52.3,164,3.9
1035,08041001101,EL PASO,"Census Tract 11.01, El Paso County, Colorado",1490,1155,33,2.9,44,3.8,331,28.7,306,26.5,56,4.8,239,20.7,146,12.6,1078,93.3,385,33.3,77,6.7
1036,08041001000,EL PASO,"Census Tract 10, El Paso County, Colorado",2301,1719,7,0.4,44,2.6,148,8.6,182,10.6,79,4.6,548,31.9,711,41.4,1668,97,1259,73.2,51,3
1037,08041000900,EL PASO,"Census Tract 9, El Paso County, Colorado",2399,1863,50,2.7,64,3.4,146,7.8,275,14.8,208,11.2,545,29.3,575,30.9,1749,93.9,1120,60.1,114,6.1
1038,08041005109,EL PASO,"Census Tract 51.09, El Paso County, Colorado",8027,5416,33,0.6,82,1.5,1202,22.2,1205,22.2,673,12.4,1498,27.7,723,13.3,5301,97.9,2221,41,115,2.1
1039,08041005105,EL PASO,"Census Tract 51.05, El Paso County, Colorado",7599,4487,92,2.1,232,5.2,1147,25.6,913,20.3,529,11.8,1199,26.7,375,8.4,4163,92.8,1574,35.1,324,7.3
1040,08041005107,EL PASO,"Census Tract 51.07, El Paso County, Colorado",9048,5718,90,1.6,36,0.6,1040,18.2,1387,24.3,840,14.7,1520,26.6,805,14.1,5592,97.8,2325,40.7,126,2.2
1041,08041007102,EL PASO,"Census Tract 71.02, El Paso County, Colorado",10097,6235,31,0.5,105,1.7,634,10.2,843,13.5,636,10.2,2058,33,1928,30.9,6099,97.8,3986,63.9,136,2.2
1042,08041004705,EL PASO,"Census Tract 47.05, El Paso County, Colorado",8979,5517,78,1.4,179,3.2,937,17,1258,22.8,725,13.1,1721,31.2,619,11.2,5260,95.3,2340,42.4,257,4.6
1043,08041005106,EL PASO,"Census Tract 51.06, El Paso County, Colorado",10848,6636,32,0.5,101,1.5,1105,16.7,1271,19.2,991,14.9,1848,27.8,1288,19.4,6503,98,3136,47.3,133,2
1044,08041004706,EL PASO,"Census Tract 47.06, El Paso County, Colorado",5512,3487,65,1.9,0,0,383,11,692,19.8,454,13,1241,35.6,652,18.7,3422,98.1,1893,54.3,65,1.9
1045,08041006902,EL PASO,"Census Tract 69.02, El Paso County, Colorado",5239,3036,14,0.5,9,0.3,472,15.5,520,17.1,352,11.6,1010,33.3,659,21.7,3013,99.2,1669,55,23,0.8
1046,08041004603,EL PASO,"Census Tract 46.03, El Paso County, Colorado",7754,4503,89,2,92,2,868,19.3,1477,32.8,618,13.7,957,21.3,402,8.9,4322,96,1359,30.2,181,4
1047,08041004510,EL PASO,"Census Tract 45.10, El Paso County, Colorado",11057,6671,185,2.8,42,0.6,1451,21.8,2013,30.2,938,14.1,1542,23.1,500,7.5,6444,96.6,2042,30.6,227,3.4
1048,08041005108,EL PASO,"Census Tract 51.08, El Paso County, Colorado",9219,6169,0,0,102,1.7,1075,17.4,1501,24.3,914,14.8,1944,31.5,633,10.3,6067,98.3,2577,41.8,102,1.7
1049,08041003308,EL PASO,"Census Tract 33.08, El Paso County, Colorado",6004,3790,78,2.1,109,2.9,570,15,1327,35,351,9.3,909,24,446,11.8,3603,95.1,1355,35.8,187,5
1050,08041003305,EL PASO,"Census Tract 33.05, El Paso County, Colorado",7402,5432,55,1,58,1.1,689,12.7,1004,18.5,427,7.9,1643,30.2,1556,28.6,5319,97.9,3199,58.9,113,2.1
1051,08041004401,EL PASO,"Census Tract 44.01, El Paso County, Colorado",9406,3857,25,0.6,150,3.9,928,24.1,1355,35.1,627,16.3,574,14.9,198,5.1,3682,95.5,772,20,175,4.5
1052,08041004403,EL PASO,"Census Tract 44.03, El Paso County, Colorado",1220,430,4,0.9,9,2.1,118,27.4,175,40.7,42,9.8,71,16.5,11,2.6,417,97,82,19.1,13,3
1053,08041004402,EL PASO,"Census Tract 44.02, El Paso County, Colorado",5545,913,0,0,4,0.4,164,18,494,54.1,93,10.2,134,14.7,24,2.6,909,99.6,158,17.3,4,0.4
1054,08041003306,EL PASO,"Census Tract 33.06, El Paso County, Colorado",3195,2137,52,2.4,83,3.9,517,24.2,400,18.7,92,4.3,529,24.8,464,21.7,2002,93.7,993,46.5,135,6.3
1055,08041005104,EL PASO,"Census Tract 51.04, El Paso County, Colorado",10596,6635,61,0.9,218,3.3,1145,17.3,1401,21.1,777,11.7,1920,28.9,1113,16.8,6356,95.8,3033,45.7,279,4.2
1056,08041005502,EL PASO,"Census Tract 55.02, El Paso County, Colorado",4630,2884,30,1,190,6.6,846,29.3,863,29.9,347,12,430,14.9,178,6.2,2664,92.4,608,21.1,220,7.6
1057,08041004702,EL PASO,"Census Tract 47.02, El Paso County, Colorado",2112,1371,0,0,50,3.6,192,14,373,27.2,218,15.9,302,22,236,17.2,1321,96.4,538,39.2,50,3.6
1058,08041000101,EL PASO,"Census Tract 1.01, El Paso County, Colorado",5892,4202,31,0.7,167,4,941,22.4,1057,25.2,415,9.9,813,19.3,778,18.5,4004,95.3,1591,37.9,198,4.7
1059,08041008000,EL PASO,"Census Tract 80, El Paso County, Colorado",4537,2954,0,0,49,1.7,627,21.2,791,26.8,364,12.3,637,21.6,486,16.5,2905,98.3,1123,38,49,1.7
1060,08041003709,EL PASO,"Census Tract 37.09, El Paso County, Colorado",6220,4541,55,1.2,99,2.2,602,13.3,791,17.4,399,8.8,1479,32.6,1116,24.6,4387,96.6,2595,57.1,154,3.4
1061,08041007400,EL PASO,"Census Tract 74, El Paso County, Colorado",8895,5990,0,0,73,1.2,453,7.6,1042,17.4,305,5.1,2272,37.9,1845,30.8,5917,98.8,4117,68.7,73,1.2
1062,08041003707,EL PASO,"Census Tract 37.07, El Paso County, Colorado",3950,2859,0,0,35,1.2,437,15.3,542,19,306,10.7,854,29.9,685,24,2824,98.8,1539,53.8,35,1.2
1063,08041003708,EL PASO,"Census Tract 37.08, El Paso County, Colorado",3001,2182,0,0,11,0.5,273,12.5,387,17.7,109,5,715,32.8,687,31.5,2171,99.5,1402,64.3,11,0.5
1064,08041006502,EL PASO,"Census Tract 65.02, El Paso County, Colorado",7508,4659,234,5,384,8.2,1048,22.5,1601,34.4,549,11.8,648,13.9,195,4.2,4041,86.7,843,18.1,618,13.2
1065,08041006600,EL PASO,"Census Tract 66, El Paso County, Colorado",2368,1883,16,0.8,39,2.1,328,17.4,375,19.9,251,13.3,605,32.1,269,14.3,1828,97.1,874,46.4,55,2.9
1066,08041006501,EL PASO,"Census Tract 65.01, El Paso County, Colorado",3877,2175,196,9,186,8.6,579,26.6,720,33.1,223,10.3,244,11.2,27,1.2,1793,82.4,271,12.5,382,17.6
1067,08041006400,EL PASO,"Census Tract 64, El Paso County, Colorado",7530,4404,196,4.5,479,10.9,1673,38,836,19,576,13.1,483,11,161,3.7,3729,84.7,644,14.6,675,15.4
1068,08041005601,EL PASO,"Census Tract 56.01, El Paso County, Colorado",5206,3617,27,0.7,113,3.1,842,23.3,961,26.6,402,11.1,786,21.7,486,13.4,3477,96.1,1272,35.2,140,3.8
1069,08041005400,EL PASO,"Census Tract 54, El Paso County, Colorado",6164,3253,85,2.6,289,8.9,1117,34.3,1220,37.5,219,6.7,259,8,64,2,2879,88.5,323,9.9,374,11.5
1070,08041005300,EL PASO,"Census Tract 53, El Paso County, Colorado",4915,2878,200,6.9,235,8.2,775,26.9,758,26.3,365,12.7,420,14.6,125,4.3,2443,84.9,545,18.9,435,15.1
1071,08041005201,EL PASO,"Census Tract 52.01, El Paso County, Colorado",4364,2872,349,12.2,220,7.7,960,33.4,616,21.4,314,10.9,300,10.4,113,3.9,2303,80.2,413,14.4,569,19.9
1072,08041004800,EL PASO,"Census Tract 48, El Paso County, Colorado",5022,3469,31,0.9,220,6.3,798,23,1027,29.6,432,12.5,746,21.5,215,6.2,3218,92.8,961,27.7,251,7.2
1073,08041002700,EL PASO,"Census Tract 27, El Paso County, Colorado",3246,2367,124,5.2,170,7.2,447,18.9,538,22.7,304,12.8,424,17.9,360,15.2,2073,87.6,784,33.1,294,12.4
1074,08041002501,EL PASO,"Census Tract 25.01, El Paso County, Colorado",3551,2644,17,0.6,63,2.4,146,5.5,472,17.9,136,5.1,919,34.8,891,33.7,2564,97,1810,68.5,80,3
1075,08041002502,EL PASO,"Census Tract 25.02, El Paso County, Colorado",4435,3056,49,1.6,45,1.5,348,11.4,942,30.8,276,9,894,29.3,502,16.4,2962,96.9,1396,45.7,94,3.1
1076,08041002400,EL PASO,"Census Tract 24, El Paso County, Colorado",5329,4176,66,1.6,161,3.9,934,22.4,1067,25.6,155,3.7,1022,24.5,771,18.5,3949,94.6,1793,42.9,227,5.5
1077,08041002200,EL PASO,"Census Tract 22, El Paso County, Colorado",2942,2113,77,3.6,88,4.2,424,20.1,516,24.4,247,11.7,443,21,318,15,1948,92.2,761,36,165,7.8
1078,08041002102,EL PASO,"Census Tract 21.02, El Paso County, Colorado",4776,3001,31,1,294,9.8,994,33.1,788,26.3,229,7.6,504,16.8,161,5.4,2676,89.2,665,22.2,325,10.8
1079,08041003100,EL PASO,"Census Tract 31, El Paso County, Colorado",4351,3326,29,0.9,59,1.8,272,8.2,520,15.6,191,5.7,1107,33.3,1148,34.5,3238,97.4,2255,67.8,88,2.7
1080,08041002101,EL PASO,"Census Tract 21.01, El Paso County, Colorado",3755,2802,203,7.2,215,7.7,793,28.3,661,23.6,291,10.4,417,14.9,222,7.9,2384,85.1,639,22.8,418,14.9
1081,08041001400,EL PASO,"Census Tract 14, El Paso County, Colorado",3321,2617,106,4.1,231,8.8,439,16.8,524,20,267,10.2,771,29.5,279,10.7,2280,87.1,1050,40.1,337,12.9
1082,08041001302,EL PASO,"Census Tract 13.02, El Paso County, Colorado",5399,3858,168,4.4,258,6.7,687,17.8,876,22.7,434,11.2,842,21.8,593,15.4,3432,89,1435,37.2,426,11.1
1083,08041001104,EL PASO,"Census Tract 11.04, El Paso County, Colorado",3161,2336,40,1.7,48,2.1,575,24.6,564,24.1,396,17,459,19.6,254,10.9,2248,96.2,713,30.5,88,3.8
1084,08041000800,EL PASO,"Census Tract 8, El Paso County, Colorado",2985,2188,0,0,85,3.9,450,20.6,516,23.6,200,9.1,549,25.1,388,17.7,2103,96.1,937,42.8,85,3.9
1085,08041000700,EL PASO,"Census Tract 7, El Paso County, Colorado",3413,2437,16,0.7,145,5.9,682,28,686,28.1,324,13.3,350,14.4,234,9.6,2276,93.4,584,24,161,6.6
1086,08041000600,EL PASO,"Census Tract 6, El Paso County, Colorado",3007,2134,39,1.8,56,2.6,467,21.9,674,31.6,165,7.7,489,22.9,244,11.4,2039,95.5,733,34.3,95,4.4
1087,08041000500,EL PASO,"Census Tract 5, El Paso County, Colorado",2100,1583,31,2,64,4,261,16.5,406,25.6,95,6,555,35.1,171,10.8,1488,94,726,45.9,95,6
1088,08041000400,EL PASO,"Census Tract 4, El Paso County, Colorado",2214,1672,12,0.7,96,5.7,319,19.1,559,33.4,130,7.8,314,18.8,242,14.5,1564,93.5,556,33.3,108,6.4
1089,08041007800,EL PASO,"Census Tract 78, El Paso County, Colorado",5457,2881,7,0.2,116,4,544,18.9,541,18.8,233,8.1,820,28.5,620,21.5,2758,95.7,1440,50,123,4.2
1090,08041000302,EL PASO,"Census Tract 3.02, El Paso County, Colorado",5021,3646,126,3.5,399,10.9,1317,36.1,947,26,275,7.5,400,11,182,5,3121,85.6,582,16,525,14.4
1091,08041007700,EL PASO,"Census Tract 77, El Paso County, Colorado",6123,4485,22,0.5,96,2.1,945,21.1,1022,22.8,576,12.8,900,20.1,924,20.6,4367,97.4,1824,40.7,118,2.6
1092,08005083500,ARAPAHOE,"Census Tract 835, Arapahoe County, Colorado",6461,4247,130,3.1,156,3.7,1276,30,885,20.8,473,11.1,1000,23.5,327,7.7,3961,93.3,1327,31.2,286,6.8
1093,08005082800,ARAPAHOE,"Census Tract 828, Arapahoe County, Colorado",5121,3622,121,3.3,178,4.9,1321,36.5,696,19.2,377,10.4,692,19.1,237,6.5,3323,91.7,929,25.6,299,8.2
1094,08005082400,ARAPAHOE,"Census Tract 824, Arapahoe County, Colorado",4335,2795,97,3.5,270,9.7,1014,36.3,543,19.4,272,9.7,447,16,152,5.4,2428,86.9,599,21.4,367,13.2
1095,08005005630,ARAPAHOE,"Census Tract 56.30, Arapahoe County, Colorado",5824,4161,0,0,37,0.9,444,10.7,865,20.8,323,7.8,1663,40,829,19.9,4124,99.1,2492,59.9,37,0.9
1096,08005005631,ARAPAHOE,"Census Tract 56.31, Arapahoe County, Colorado",3324,2409,21,0.9,32,1.3,196,8.1,400,16.6,206,8.6,909,37.7,645,26.8,2356,97.8,1554,64.5,53,2.2
1097,08005005628,ARAPAHOE,"Census Tract 56.28, Arapahoe County, Colorado",5859,4205,80,1.9,16,0.4,680,16.2,883,21,289,6.9,1419,33.7,838,19.9,4109,97.7,2257,53.7,96,2.3
1098,08005005632,ARAPAHOE,"Census Tract 56.32, Arapahoe County, Colorado",3416,2336,7,0.3,46,2,313,13.4,295,12.6,108,4.6,1125,48.2,442,18.9,2283,97.7,1567,67.1,53,2.3
1099,08005005629,ARAPAHOE,"Census Tract 56.29, Arapahoe County, Colorado",2483,1652,6,0.4,6,0.4,73,4.4,158,9.6,89,5.4,745,45.1,575,34.8,1640,99.3,1320,79.9,12,0.8
1100,08005084400,ARAPAHOE,"Census Tract 844, Arapahoe County, Colorado",3101,2074,111,5.4,107,5.2,380,18.3,348,16.8,284,13.7,601,29,243,11.7,1856,89.5,844,40.7,218,10.6
1101,08055960900,HUERFANO,"Census Tract 9609, Huerfano County, Colorado",3517,2862,32,1.1,85,3,858,30,930,32.5,278,9.7,477,16.7,202,7.1,2745,95.9,679,23.7,117,4.1
1102,08055960600,HUERFANO,"Census Tract 9606, Huerfano County, Colorado",3162,2354,117,5,162,6.9,688,29.2,703,29.9,260,11,294,12.5,130,5.5,2075,88.1,424,18,279,11.9
1103,08005005624,ARAPAHOE,"Census Tract 56.24, Arapahoe County, Colorado",2443,1743,13,0.7,19,1.1,186,10.7,329,18.9,123,7.1,691,39.6,382,21.9,1711,98.2,1073,61.6,32,1.8
1104,08005005627,ARAPAHOE,"Census Tract 56.27, Arapahoe County, Colorado",4783,3439,8,0.2,93,2.7,309,9,529,15.4,189,5.5,1525,44.3,786,22.9,3338,97.1,2311,67.2,101,2.9
1105,08005005614,ARAPAHOE,"Census Tract 56.14, Arapahoe County, Colorado",3212,2389,36,1.5,72,3,356,14.9,685,28.7,146,6.1,626,26.2,468,19.6,2281,95.5,1094,45.8,108,4.5
1106,08005006707,ARAPAHOE,"Census Tract 67.07, Arapahoe County, Colorado",5143,3495,9,0.3,23,0.7,389,11.1,882,25.2,425,12.2,976,27.9,791,22.6,3463,99.1,1767,50.6,32,1
1107,08005006708,ARAPAHOE,"Census Tract 67.08, Arapahoe County, Colorado",5058,3602,10,0.3,3,0.1,297,8.2,517,14.4,151,4.2,1516,42.1,1108,30.8,3589,99.6,2624,72.8,13,0.4
1108,08005006604,ARAPAHOE,"Census Tract 66.04, Arapahoe County, Colorado",4544,3294,18,0.5,447,13.6,817,24.8,763,23.2,279,8.5,606,18.4,364,11.1,2829,85.9,970,29.4,465,14.1
1109,08005006603,ARAPAHOE,"Census Tract 66.03, Arapahoe County, Colorado",3310,2499,20,0.8,107,4.3,587,23.5,477,19.1,226,9,691,27.7,391,15.6,2372,94.9,1082,43.3,127,5.1
1110,08005006705,ARAPAHOE,"Census Tract 67.05, Arapahoe County, Colorado",2034,1379,0,0,0,0,59,4.3,167,12.1,51,3.7,582,42.2,520,37.7,1379,100,1102,79.9,0,0
1111,08005006601,ARAPAHOE,"Census Tract 66.01, Arapahoe County, Colorado",5830,4061,285,7,237,5.8,623,15.3,1053,25.9,504,12.4,929,22.9,430,10.6,3539,87.1,1359,33.5,522,12.8
1112,08005005621,ARAPAHOE,"Census Tract 56.21, Arapahoe County, Colorado",2774,2219,13,0.6,43,1.9,292,13.2,367,16.5,102,4.6,852,38.4,550,24.8,2163,97.5,1402,63.2,56,2.5
1113,08005005625,ARAPAHOE,"Census Tract 56.25, Arapahoe County, Colorado",3541,2577,0,0,28,1.1,494,19.2,554,21.5,207,8,701,27.2,593,23,2549,98.9,1294,50.2,28,1.1
1114,08005006704,ARAPAHOE,"Census Tract 67.04, Arapahoe County, Colorado",4613,3123,0,0,0,0,126,4,263,8.4,42,1.3,1421,45.5,1271,40.7,3123,100,2692,86.2,0,0
1115,08005005620,ARAPAHOE,"Census Tract 56.20, Arapahoe County, Colorado",3152,2477,71,2.9,105,4.2,643,26,479,19.3,155,6.3,725,29.3,299,12.1,2301,92.9,1024,41.3,176,7.1
1116,08005006709,ARAPAHOE,"Census Tract 67.09, Arapahoe County, Colorado",5327,3796,38,1,8,0.2,313,8.2,742,19.5,235,6.2,1156,30.5,1304,34.4,3750,98.8,2460,64.8,46,1.2
