OBJECTID,FIPS,County,Tract_Name,Population_Total,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Per_Capita_Income,Housing_Poverty_Median_Household_Income,Housing_Poverty_Mean_Household_Income
801,08035014013,DOUGLAS,"Census Tract 140.13, Douglas County, Colorado",8314,1.2,55884,146750,179351
802,08035014012,DOUGLAS,"Census Tract 140.12, Douglas County, Colorado",7976,3.2,50482,115553,146776
803,08035014008,DOUGLAS,"Census Tract 140.08, Douglas County, Colorado",9343,1.5,50674,137333,146258
804,08035014009,DOUGLAS,"Census Tract 140.09, Douglas County, Colorado",4252,4.8,42107,112813,137229
805,08035014010,DOUGLAS,"Census Tract 140.10, Douglas County, Colorado",5997,4.4,44512,94048,117164
806,08035013911,DOUGLAS,"Census Tract 139.11, Douglas County, Colorado",7409,1.1,49314,146458,169125
807,08035014123,DOUGLAS,"Census Tract 141.23, Douglas County, Colorado",3537,8.5,63818,91125,161792
808,08035014504,DOUGLAS,"Census Tract 145.04, Douglas County, Colorado",4637,12.4,32281,69155,82976
809,08035013908,DOUGLAS,"Census Tract 139.08, Douglas County, Colorado",6560,1.7,57595,126850,152583
810,08035013907,DOUGLAS,"Census Tract 139.07, Douglas County, Colorado",5591,5.1,46309,103571,124669
811,08035013905,DOUGLAS,"Census Tract 139.05, Douglas County, Colorado",4265,4.7,42410,86707,103525
812,08035013904,DOUGLAS,"Census Tract 139.04, Douglas County, Colorado",4452,8.3,31738,69375,75223
813,08035014001,DOUGLAS,"Census Tract 140.01, Douglas County, Colorado",8007,3.3,43001,85725,101642
814,08035014115,DOUGLAS,"Census Tract 141.15, Douglas County, Colorado",4208,3.3,63822,126858,158853
815,08035014114,DOUGLAS,"Census Tract 141.14, Douglas County, Colorado",3507,4.8,39551,94500,101358
816,08035014113,DOUGLAS,"Census Tract 141.13, Douglas County, Colorado",3179,2.7,46509,129375,141669
817,08009964600,BACA,"Census Tract 9646, Baca County, Colorado",1662,9.9,23353,40744,52064
818,08009964700,BACA,"Census Tract 9647, Baca County, Colorado",1899,27.3,24680,33673,50697
819,08019014700,CLEAR CREEK,"Census Tract 147, Clear Creek County, Colorado",5277,4.1,44098,86066,98847
820,08019014800,CLEAR CREEK,"Census Tract 148, Clear Creek County, Colorado",1685,19.6,30650,47250,64326
821,08119010202,TELLER,"Census Tract 102.02, Teller County, Colorado",566,9.2,29615,45714,51188
822,08119010201,TELLER,"Census Tract 102.01, Teller County, Colorado",2312,12.7,28761,50250,58539
823,08119010105,TELLER,"Census Tract 101.05, Teller County, Colorado",6515,8.5,36081,71479,87784
824,08119010104,TELLER,"Census Tract 101.04, Teller County, Colorado",2193,6.4,29828,51058,70759
825,08119010103,TELLER,"Census Tract 101.03, Teller County, Colorado",8064,6.1,39044,82071,99307
826,08119010106,TELLER,"Census Tract 101.06, Teller County, Colorado",4874,9.8,36314,65227,82557
827,08061960100,KIOWA,"Census Tract 9601, Kiowa County, Colorado",1489,12.1,25937,41731,59705
828,08031006804,DENVER,"Census Tract 68.04, Denver County, Colorado",3168,4.7,57539,89968,106249
829,08031006701,DENVER,"Census Tract 67.01, Denver County, Colorado",4080,10.2,58724,81309,94230
830,08031006809,DENVER,"Census Tract 68.09, Denver County, Colorado",7800,4.9,50089,73398,102684
831,08031006812,DENVER,"Census Tract 68.12, Denver County, Colorado",4096,11.7,55597,68586,99857
832,08031004004,DENVER,"Census Tract 40.04, Denver County, Colorado",1965,5.8,60772,82240,131189
833,08031004003,DENVER,"Census Tract 40.03, Denver County, Colorado",4217,4.4,52155,83438,102964
834,08031006901,DENVER,"Census Tract 69.01, Denver County, Colorado",5827,14.4,32591,51451,66874
835,08031002901,DENVER,"Census Tract 29.01, Denver County, Colorado",3559,6.8,54813,83397,104110
836,08031002802,DENVER,"Census Tract 28.02, Denver County, Colorado",4060,12.5,52884,62931,79290
837,08031002801,DENVER,"Census Tract 28.01, Denver County, Colorado",3002,4.9,65358,75215,103879
838,08031002803,DENVER,"Census Tract 28.03, Denver County, Colorado",4999,9.7,56409,60213,83710
839,08031005503,DENVER,"Census Tract 55.03, Denver County, Colorado",5025,8.5,35778,81369,92355
840,08031005502,DENVER,"Census Tract 55.02, Denver County, Colorado",2223,15.7,24000,78821,80701
841,08031007013,DENVER,"Census Tract 70.13, Denver County, Colorado",3927,4.2,46477,73874,88090
842,08031005002,DENVER,"Census Tract 50.02, Denver County, Colorado",8056,19.4,32243,46717,73597
843,08031005001,DENVER,"Census Tract 50.01, Denver County, Colorado",2718,8,36434,73191,87863
844,08031005102,DENVER,"Census Tract 51.02, Denver County, Colorado",3519,10.9,43658,88984,97113
845,08031005300,DENVER,"Census Tract 53, Denver County, Colorado",1547,7.8,37899,44388,72211
846,08031004801,DENVER,"Census Tract 48.01, Denver County, Colorado",3627,1.6,33046,84167,105165
847,08031001402,DENVER,"Census Tract 14.02, Denver County, Colorado",4743,14.4,26524,49904,73060
848,08031001401,DENVER,"Census Tract 14.01, Denver County, Colorado",6401,12.5,21457,42179,55534
849,08031001302,DENVER,"Census Tract 13.02, Denver County, Colorado",3974,14.7,23712,47028,63846
850,08031001301,DENVER,"Census Tract 13.01, Denver County, Colorado",5259,22.6,23526,56936,66905
851,08031005104,DENVER,"Census Tract 51.04, Denver County, Colorado",3863,25.8,28827,42500,60938
852,08031004303,DENVER,"Census Tract 43.03, Denver County, Colorado",4199,2.5,109992,203438,290489
853,08031004002,DENVER,"Census Tract 40.02, Denver County, Colorado",3525,3.2,66672,124727,172549
854,08031004005,DENVER,"Census Tract 40.05, Denver County, Colorado",3299,20,45730,59913,86731
855,08031003902,DENVER,"Census Tract 39.02, Denver County, Colorado",4502,6.6,76335,124636,185418
856,08031003004,DENVER,"Census Tract 30.04, Denver County, Colorado",6559,11.5,44005,85761,113705
857,08031004603,DENVER,"Census Tract 46.03, Denver County, Colorado",6117,12.8,24798,61034,67286
858,08031004601,DENVER,"Census Tract 46.01, Denver County, Colorado",6481,8.9,22268,61142,67016
859,08031000903,DENVER,"Census Tract 9.03, Denver County, Colorado",6021,27.7,16578,46071,49338
860,08031006810,DENVER,"Census Tract 68.10, Denver County, Colorado",5836,6.1,38708,65234,83480
861,08031012001,DENVER,"Census Tract 120.01, Denver County, Colorado",1977,8,55307,82434,118063
862,08031012010,DENVER,"Census Tract 120.10, Denver County, Colorado",5322,3.5,46282,72598,94494
863,08031012014,DENVER,"Census Tract 120.14, Denver County, Colorado",6819,10.7,35631,64531,74794
864,08031004700,DENVER,"Census Tract 47, Denver County, Colorado",7221,16.6,29151,72699,87022
865,08031001000,DENVER,"Census Tract 10, Denver County, Colorado",4803,18.5,17947,45929,57397
866,08031011903,DENVER,"Census Tract 119.03, Denver County, Colorado",2496,6.2,38786,74598,95493
867,08031004404,DENVER,"Census Tract 44.04, Denver County, Colorado",6698,26.2,24114,47830,62397
868,08031004403,DENVER,"Census Tract 44.03, Denver County, Colorado",4342,9.8,36010,62266,76002
869,08031004304,DENVER,"Census Tract 43.04, Denver County, Colorado",5739,2.7,65685,93661,130124
870,08031004302,DENVER,"Census Tract 43.02, Denver County, Colorado",2662,4.6,66983,101368,141526
871,08031004202,DENVER,"Census Tract 42.02, Denver County, Colorado",4567,6.6,65331,125875,177124
872,08031004104,DENVER,"Census Tract 41.04, Denver County, Colorado",4758,4.5,53680,97692,124114
873,08031004301,DENVER,"Census Tract 43.01, Denver County, Colorado",5086,11.6,41658,47366,69216
874,08031004201,DENVER,"Census Tract 42.01, Denver County, Colorado",4979,5.2,70605,122431,177564
875,08031003703,DENVER,"Census Tract 37.03, Denver County, Colorado",3266,10.2,55736,63291,108114
876,08031003300,DENVER,"Census Tract 33, Denver County, Colorado",3215,6.3,71130,128750,154958
877,08031004103,DENVER,"Census Tract 41.03, Denver County, Colorado",5593,4.2,58282,124160,145319
878,08031003003,DENVER,"Census Tract 30.03, Denver County, Colorado",3346,16.7,37020,70950,103950
879,08031004102,DENVER,"Census Tract 41.02, Denver County, Colorado",5054,24.1,28135,56087,83751
880,08031004101,DENVER,"Census Tract 41.01, Denver County, Colorado",4589,20.7,26237,43234,54653
881,08031003702,DENVER,"Census Tract 37.02, Denver County, Colorado",4994,12.3,45018,53329,77375
882,08031003203,DENVER,"Census Tract 32.03, Denver County, Colorado",3032,2.1,120670,197813,280849
883,08031003202,DENVER,"Census Tract 32.02, Denver County, Colorado",3456,8.9,59397,61555,94363
884,08031003901,DENVER,"Census Tract 39.01, Denver County, Colorado",4204,3.3,97797,133583,187372
885,08031003800,DENVER,"Census Tract 38, Denver County, Colorado",6850,5.5,102002,108560,170560
886,08031003402,DENVER,"Census Tract 34.02, Denver County, Colorado",4856,4.2,104478,163355,257029
887,08031003401,DENVER,"Census Tract 34.01, Denver County, Colorado",2658,3.7,82970,120179,156943
888,08031002902,DENVER,"Census Tract 29.02, Denver County, Colorado",4239,6.7,75935,123125,163629
889,08031003701,DENVER,"Census Tract 37.01, Denver County, Colorado",3677,12,65325,78459,118204
890,08031003201,DENVER,"Census Tract 32.01, Denver County, Colorado",5853,10.8,59629,65509,100799
891,08031002703,DENVER,"Census Tract 27.03, Denver County, Colorado",5217,11.9,46797,49911,65788
892,08031003102,DENVER,"Census Tract 31.02, Denver County, Colorado",3527,17.7,45574,50195,75603
893,08031003101,DENVER,"Census Tract 31.01, Denver County, Colorado",1812,11.1,45120,70833,100331
894,08031002402,DENVER,"Census Tract 24.02, Denver County, Colorado",2034,12.8,50524,75000,111782
895,08031002602,DENVER,"Census Tract 26.02, Denver County, Colorado",2885,8.2,65988,86447,104469
896,08031003603,DENVER,"Census Tract 36.03, Denver County, Colorado",3530,7.7,48153,79000,108452
897,08031003002,DENVER,"Census Tract 30.02, Denver County, Colorado",2780,6.9,54244,91875,110770
898,08031003500,DENVER,"Census Tract 35, Denver County, Colorado",6636,20.4,20304,55587,66987
899,08031003602,DENVER,"Census Tract 36.02, Denver County, Colorado",4862,19,31886,54013,80552
900,08031002300,DENVER,"Census Tract 23, Denver County, Colorado",5528,11.2,45034,92850,106038
901,08031003601,DENVER,"Census Tract 36.01, Denver County, Colorado",4552,22.1,34628,63250,85754
902,08031002702,DENVER,"Census Tract 27.02, Denver County, Colorado",6495,8.9,61572,70000,90458
903,08031002701,DENVER,"Census Tract 27.01, Denver County, Colorado",4592,15.2,42327,44375,53517
904,08031002601,DENVER,"Census Tract 26.01, Denver County, Colorado",3869,16.3,50238,52890,69544
905,08031002403,DENVER,"Census Tract 24.03, Denver County, Colorado",4529,26.9,44362,51725,77550
906,08031002000,DENVER,"Census Tract 20, Denver County, Colorado",2256,12.1,90036,105962,134587
907,08031001800,DENVER,"Census Tract 18, Denver County, Colorado",3570,28.6,34444,46510,65634
908,08031001701,DENVER,"Census Tract 17.01, Denver County, Colorado",7500,13.9,96034,95487,145078
909,08031001600,DENVER,"Census Tract 16, Denver County, Colorado",12361,13.2,55395,86189,100444
910,08031008306,DENVER,"Census Tract 83.06, Denver County, Colorado",7188,12,18449,49769,63429
911,08031001500,DENVER,"Census Tract 15, Denver County, Colorado",4377,29.6,17693,49737,53938
912,08031001101,DENVER,"Census Tract 11.01, Denver County, Colorado",2484,26.7,34098,55536,82739
913,08031000402,DENVER,"Census Tract 4.02, Denver County, Colorado",5750,9,64059,86278,116360
914,08031000401,DENVER,"Census Tract 4.01, Denver County, Colorado",3601,11.9,39780,85694,97567
915,08031000800,DENVER,"Census Tract 8, Denver County, Colorado",1437,76.8,6348,13125,21817
916,08031000701,DENVER,"Census Tract 7.01, Denver County, Colorado",4516,16.3,32697,44145,65123
917,08031000502,DENVER,"Census Tract 5.02, Denver County, Colorado",6006,20.3,52951,76185,109603
918,08031000303,DENVER,"Census Tract 3.03, Denver County, Colorado",4665,10.1,72413,111222,146082
919,08031980100,DENVER,"Census Tract 9801, Denver County, Colorado",0,0,0,0,0
920,08031015500,DENVER,"Census Tract 155, Denver County, Colorado",3576,11.8,33082,51441,61892
921,08031000501,DENVER,"Census Tract 5.01, Denver County, Colorado",2183,6.7,65494,118125,146362
922,08031000302,DENVER,"Census Tract 3.02, Denver County, Colorado",4587,7.5,64849,97907,141159
923,08031000202,DENVER,"Census Tract 2.02, Denver County, Colorado",4006,16.5,36845,60855,80988
924,08031000102,DENVER,"Census Tract 1.02, Denver County, Colorado",3491,9.3,56568,102625,120427
925,08031000201,DENVER,"Census Tract 2.01, Denver County, Colorado",3820,9.7,37414,62639,82242
926,08031004405,DENVER,"Census Tract 44.05, Denver County, Colorado",8976,7.4,60497,85871,134435
927,08031004106,DENVER,"Census Tract 41.06, Denver County, Colorado",13570,3.1,49837,150881,173324
928,08031015600,DENVER,"Census Tract 156, Denver County, Colorado",8879,28.5,16715,51182,57952
929,08031015400,DENVER,"Census Tract 154, Denver County, Colorado",4868,16,30207,70900,83632
930,08031008390,DENVER,"Census Tract 83.90, Denver County, Colorado",9739,16.1,23875,70452,76399
931,08031008391,DENVER,"Census Tract 83.91, Denver County, Colorado",7315,5.6,27903,76464,83438
932,08031000301,DENVER,"Census Tract 3.01, Denver County, Colorado",5869,5.8,58665,93360,121092
933,08031001901,DENVER,"Census Tract 19.01, Denver County, Colorado",3346,42.2,24300,31266,61394
934,08031000905,DENVER,"Census Tract 9.05, Denver County, Colorado",4263,13.3,32770,62569,99823
935,08031000702,DENVER,"Census Tract 7.02, Denver County, Colorado",4799,29.5,32135,45000,69805
936,08031008389,DENVER,"Census Tract 83.89, Denver County, Colorado",11639,6,31663,84097,97702
937,08031008386,DENVER,"Census Tract 83.86, Denver County, Colorado",5449,13.8,20296,68000,78383
938,08031015300,DENVER,"Census Tract 153, Denver County, Colorado",4019,13.1,43407,53100,73935
939,08031004306,DENVER,"Census Tract 43.06, Denver County, Colorado",5325,5.6,76675,117517,174092
940,08031004107,DENVER,"Census Tract 41.07, Denver County, Colorado",13352,4.2,59066,121466,151202
941,08031008388,DENVER,"Census Tract 83.88, Denver County, Colorado",10738,6.8,26793,62060,74005
942,08031001102,DENVER,"Census Tract 11.02, Denver County, Colorado",4799,6.3,60718,88993,119523
943,08031000600,DENVER,"Census Tract 6, Denver County, Colorado",3490,16.1,57526,73417,95719
944,08031004602,DENVER,"Census Tract 46.02, Denver County, Colorado",7698,19.3,19265,51992,57651
945,08031001702,DENVER,"Census Tract 17.02, Denver County, Colorado",4491,24,65923,75323,109771
946,08031008387,DENVER,"Census Tract 83.87, Denver County, Colorado",7596,17.1,21925,76948,86103
947,08031008312,DENVER,"Census Tract 83.12, Denver County, Colorado",8245,13.1,21017,59844,67743
948,08031015700,DENVER,"Census Tract 157, Denver County, Colorado",6011,22.6,25636,52481,63673
949,08031001902,DENVER,"Census Tract 19.02, Denver County, Colorado",778,0,9918,86875,131008
950,08031004506,DENVER,"Census Tract 45.06, Denver County, Colorado",3795,34.6,14208,32406,43718
951,08031011902,DENVER,"Census Tract 119.02, Denver County, Colorado",6229,6.8,33141,59543,70687
952,08031005200,DENVER,"Census Tract 52, Denver County, Colorado",3479,11.3,47764,101369,118863
953,08031002100,DENVER,"Census Tract 21, Denver County, Colorado",6568,11,51135,75973,99017
954,08031000902,DENVER,"Census Tract 9.02, Denver County, Colorado",6145,10.3,24307,58382,69601
955,08031000904,DENVER,"Census Tract 9.04, Denver County, Colorado",5583,31.7,18072,30313,49116
956,08031008305,DENVER,"Census Tract 83.05, Denver County, Colorado",4792,22.3,17585,60819,70831
957,08031008304,DENVER,"Census Tract 83.04, Denver County, Colorado",3790,17.1,22511,58750,74143
958,08031007006,DENVER,"Census Tract 70.06, Denver County, Colorado",5228,11.8,27137,48941,54333
959,08031004505,DENVER,"Census Tract 45.05, Denver County, Colorado",4884,25.3,16638,33750,54072
960,08031004504,DENVER,"Census Tract 45.04, Denver County, Colorado",4638,26.3,18401,52125,64274
961,08031004503,DENVER,"Census Tract 45.03, Denver County, Colorado",4390,19.9,16943,42684,49795
962,08031004006,DENVER,"Census Tract 40.06, Denver County, Colorado",4857,12.2,74556,86912,176260
963,08031003001,DENVER,"Census Tract 30.01, Denver County, Colorado",5874,5.6,65131,110243,138680
964,08031001403,DENVER,"Census Tract 14.03, Denver County, Colorado",3032,13.7,40258,62463,74166
965,08031006813,DENVER,"Census Tract 68.13, Denver County, Colorado",4293,11.6,35394,49824,60104
966,08031006814,DENVER,"Census Tract 68.14, Denver County, Colorado",5296,15.2,30671,57500,75746
967,08031006811,DENVER,"Census Tract 68.11, Denver County, Colorado",6497,13,42344,67245,86796
968,08031007037,DENVER,"Census Tract 70.37, Denver County, Colorado",4361,20.8,26341,41352,57811
969,08031007088,DENVER,"Census Tract 70.88, Denver County, Colorado",4922,5.8,37910,63706,71610
970,08031007089,DENVER,"Census Tract 70.89, Denver County, Colorado",5194,10.1,33821,33256,46235
971,08005081800,ARAPAHOE,"Census Tract 818, Arapahoe County, Colorado",5708,16.3,18424,51154,60182
972,08005007500,ARAPAHOE,"Census Tract 75, Arapahoe County, Colorado",2559,19.5,22139,64135,69319
973,08005082300,ARAPAHOE,"Census Tract 823, Arapahoe County, Colorado",4157,6.3,23491,64766,67668
974,08005081600,ARAPAHOE,"Census Tract 816, Arapahoe County, Colorado",5159,8.2,29043,69599,76826
975,08005080700,ARAPAHOE,"Census Tract 807, Arapahoe County, Colorado",5801,8.8,26855,64127,73204
976,08005006808,ARAPAHOE,"Census Tract 68.08, Arapahoe County, Colorado",5839,0.7,68925,176964,210796
977,08005084600,ARAPAHOE,"Census Tract 846, Arapahoe County, Colorado",5404,3.7,33509,68568,87163
978,08005006711,ARAPAHOE,"Census Tract 67.11, Arapahoe County, Colorado",4225,1.6,51894,137266,148009
979,08005006815,ARAPAHOE,"Census Tract 68.15, Arapahoe County, Colorado",4728,6.3,47571,70500,119316
980,08005082600,ARAPAHOE,"Census Tract 826, Arapahoe County, Colorado",5556,2.2,31087,61361,72006
981,08005080200,ARAPAHOE,"Census Tract 802, Arapahoe County, Colorado",6439,7.7,36070,86976,99907
982,08041003801,EL PASO,"Census Tract 38.01, El Paso County, Colorado",2183,8.1,26178,78750,84420
983,08041005111,EL PASO,"Census Tract 51.11, El Paso County, Colorado",8507,8.2,33925,75020,95618
984,08041007101,EL PASO,"Census Tract 71.01, El Paso County, Colorado",10685,3.6,42466,120886,132908
985,08041007201,EL PASO,"Census Tract 72.01, El Paso County, Colorado",10751,8.4,51493,123978,140964
986,08041006901,EL PASO,"Census Tract 69.01, El Paso County, Colorado",5109,4.7,37908,108039,114632
987,08041006301,EL PASO,"Census Tract 63.01, El Paso County, Colorado",5196,12.3,23429,59194,71388
988,08041006302,EL PASO,"Census Tract 63.02, El Paso County, Colorado",6035,24.5,20477,44818,51649
989,08041005110,EL PASO,"Census Tract 51.10, El Paso County, Colorado",4230,8.7,31389,62581,81328
990,08041006801,EL PASO,"Census Tract 68.01, El Paso County, Colorado",4304,14.5,30755,64926,74122
991,08041006802,EL PASO,"Census Tract 68.02, El Paso County, Colorado",4054,6.7,30624,81121,87573
992,08041004601,EL PASO,"Census Tract 46.01, El Paso County, Colorado",4232,6.9,27665,65899,72576
993,08041004511,EL PASO,"Census Tract 45.11, El Paso County, Colorado",7195,10.1,25723,62607,69175
994,08041004602,EL PASO,"Census Tract 46.02, El Paso County, Colorado",4629,9.1,27205,61311,78969
995,08041007601,EL PASO,"Census Tract 76.01, El Paso County, Colorado",9405,1.5,44238,110401,129103
996,08041007602,EL PASO,"Census Tract 76.02, El Paso County, Colorado",3524,3.6,50966,125357,131768
997,08041007202,EL PASO,"Census Tract 72.02, El Paso County, Colorado",9588,3.3,47267,118731,133635
998,08041003802,EL PASO,"Census Tract 38.02, El Paso County, Colorado",4329,0,12754,0,0
999,08041003307,EL PASO,"Census Tract 33.07, El Paso County, Colorado",3450,9,35366,70461,84053
1000,08041003400,EL PASO,"Census Tract 34, El Paso County, Colorado",3381,7.9,51329,65517,112525
1001,08041006700,EL PASO,"Census Tract 67, El Paso County, Colorado",6132,6.2,47502,62833,99663
1002,08041003701,EL PASO,"Census Tract 37.01, El Paso County, Colorado",7967,8.2,38959,88313,100319
1003,08041004100,EL PASO,"Census Tract 41, El Paso County, Colorado",5036,13.8,25531,56322,67890
1004,08041004200,EL PASO,"Census Tract 42, El Paso County, Colorado",3789,6.4,30383,60948,79818
1005,08041004508,EL PASO,"Census Tract 45.08, El Paso County, Colorado",7287,8.7,20525,47899,56992
1006,08041004507,EL PASO,"Census Tract 45.07, El Paso County, Colorado",3541,12.5,23715,65114,75037
1007,08041004506,EL PASO,"Census Tract 45.06, El Paso County, Colorado",5581,12.2,20094,58847,65055
1008,08041004300,EL PASO,"Census Tract 43, El Paso County, Colorado",6727,3.6,28157,76794,84502
1009,08041005000,EL PASO,"Census Tract 50, El Paso County, Colorado",5577,14.5,22387,52500,61687
1010,08041006200,EL PASO,"Census Tract 62, El Paso County, Colorado",5194,25.9,23024,40463,56409
1011,08041006100,EL PASO,"Census Tract 61, El Paso County, Colorado",4340,27,21287,42500,54191
1012,08041006000,EL PASO,"Census Tract 60, El Paso County, Colorado",7045,23.1,20280,38573,49391
1013,08041005900,EL PASO,"Census Tract 59, El Paso County, Colorado",6673,8.6,32440,63824,74275
1014,08041005800,EL PASO,"Census Tract 58, El Paso County, Colorado",3059,5.3,30343,67708,76399
1015,08041005700,EL PASO,"Census Tract 57, El Paso County, Colorado",6092,6.2,31089,58040,72094
1016,08041005602,EL PASO,"Census Tract 56.02, El Paso County, Colorado",3422,3.8,35358,71838,89282
1017,08041004703,EL PASO,"Census Tract 47.03, El Paso County, Colorado",5869,4,35768,76898,88641
1018,08041004009,EL PASO,"Census Tract 40.09, El Paso County, Colorado",1692,20.4,21660,45125,53721
1019,08041005202,EL PASO,"Census Tract 52.02, El Paso County, Colorado",3081,26.2,24043,40409,50791
1020,08041003905,EL PASO,"Census Tract 39.05, El Paso County, Colorado",4223,14.8,35112,65573,78982
1021,08041003706,EL PASO,"Census Tract 37.06, El Paso County, Colorado",4572,11.3,39384,78516,96559
1022,08041003705,EL PASO,"Census Tract 37.05, El Paso County, Colorado",5953,8.3,52854,89216,125749
1023,08041003000,EL PASO,"Census Tract 30, El Paso County, Colorado",3888,14.8,35220,49880,67398
1024,08041003303,EL PASO,"Census Tract 33.03, El Paso County, Colorado",5793,14.7,26589,43202,59557
1025,08041004503,EL PASO,"Census Tract 45.03, El Paso County, Colorado",15820,4.3,25582,74555,80176
1026,08041002900,EL PASO,"Census Tract 29, El Paso County, Colorado",5582,25.5,19912,34088,43494
1027,08041002000,EL PASO,"Census Tract 20, El Paso County, Colorado",6834,18.9,24056,39515,55879
1028,08041004502,EL PASO,"Census Tract 45.02, El Paso County, Colorado",6731,5.7,29178,78816,84524
1029,08041001900,EL PASO,"Census Tract 19, El Paso County, Colorado",4873,26.4,19769,30152,39220
1030,08041001800,EL PASO,"Census Tract 18, El Paso County, Colorado",1952,8.6,48235,77882,101627
1031,08041001700,EL PASO,"Census Tract 17, El Paso County, Colorado",1882,14.8,31973,51205,65647
1032,08041001600,EL PASO,"Census Tract 16, El Paso County, Colorado",3359,30.9,25394,33594,51598
1033,08041001500,EL PASO,"Census Tract 15, El Paso County, Colorado",2145,23.2,27666,48728,59567
1034,08041003906,EL PASO,"Census Tract 39.06, El Paso County, Colorado",6275,7.1,40860,88643,101601
1035,08041001101,EL PASO,"Census Tract 11.01, El Paso County, Colorado",1490,13.6,23399,32330,43937
1036,08041001000,EL PASO,"Census Tract 10, El Paso County, Colorado",2301,5.6,66590,87143,154216
1037,08041000900,EL PASO,"Census Tract 9, El Paso County, Colorado",2399,6.9,44892,80134,93254
1038,08041005109,EL PASO,"Census Tract 51.09, El Paso County, Colorado",8027,9.5,33652,83258,89665
1039,08041005105,EL PASO,"Census Tract 51.05, El Paso County, Colorado",7599,5.3,31101,92795,99538
1040,08041005107,EL PASO,"Census Tract 51.07, El Paso County, Colorado",9048,5.3,35889,91833,104957
1041,08041007102,EL PASO,"Census Tract 71.02, El Paso County, Colorado",10097,0.7,48032,140954,162952
1042,08041004705,EL PASO,"Census Tract 47.05, El Paso County, Colorado",8979,6.3,32298,86797,89025
1043,08041005106,EL PASO,"Census Tract 51.06, El Paso County, Colorado",10848,3.1,34151,82023,93829
1044,08041004706,EL PASO,"Census Tract 47.06, El Paso County, Colorado",5512,4.6,39459,102543,111557
1045,08041006902,EL PASO,"Census Tract 69.02, El Paso County, Colorado",5239,6.1,33440,85455,97716
1046,08041004603,EL PASO,"Census Tract 46.03, El Paso County, Colorado",7754,6.7,27534,76488,87614
1047,08041004510,EL PASO,"Census Tract 45.10, El Paso County, Colorado",11057,5.4,29946,81932,95900
1048,08041005108,EL PASO,"Census Tract 51.08, El Paso County, Colorado",9219,2.7,36105,89467,97341
1049,08041003308,EL PASO,"Census Tract 33.08, El Paso County, Colorado",6004,8.6,29873,56053,65720
1050,08041003305,EL PASO,"Census Tract 33.05, El Paso County, Colorado",7402,2.6,64565,124236,163898
1051,08041004401,EL PASO,"Census Tract 44.01, El Paso County, Colorado",9406,13.9,15321,47951,52716
1052,08041004403,EL PASO,"Census Tract 44.03, El Paso County, Colorado",1220,6.1,16134,50250,54374
1053,08041004402,EL PASO,"Census Tract 44.02, El Paso County, Colorado",5545,0,25591,113750,103268
1054,08041003306,EL PASO,"Census Tract 33.06, El Paso County, Colorado",3195,7.6,39919,88417,112453
1055,08041005104,EL PASO,"Census Tract 51.04, El Paso County, Colorado",10596,3,35351,103684,111004
1056,08041005502,EL PASO,"Census Tract 55.02, El Paso County, Colorado",4630,21.7,18842,33620,43273
1057,08041004702,EL PASO,"Census Tract 47.02, El Paso County, Colorado",2112,7,32211,71750,83837
1058,08041000101,EL PASO,"Census Tract 1.01, El Paso County, Colorado",5892,9.2,30843,53361,62123
1059,08041008000,EL PASO,"Census Tract 80, El Paso County, Colorado",4537,13.9,28233,48776,61711
1060,08041003709,EL PASO,"Census Tract 37.09, El Paso County, Colorado",6220,5.5,43563,85383,98720
1061,08041007400,EL PASO,"Census Tract 74, El Paso County, Colorado",8895,1.5,60022,172889,181232
1062,08041003707,EL PASO,"Census Tract 37.07, El Paso County, Colorado",3950,8.8,44915,100568,117894
1063,08041003708,EL PASO,"Census Tract 37.08, El Paso County, Colorado",3001,6.1,46154,92045,102969
1064,08041006502,EL PASO,"Census Tract 65.02, El Paso County, Colorado",7508,21.5,21921,57724,64114
1065,08041006600,EL PASO,"Census Tract 66, El Paso County, Colorado",2368,11.1,38750,58059,78548
1066,08041006501,EL PASO,"Census Tract 65.01, El Paso County, Colorado",3877,14.4,19116,53955,62052
1067,08041006400,EL PASO,"Census Tract 64, El Paso County, Colorado",7530,29.9,18657,39296,52919
1068,08041005601,EL PASO,"Census Tract 56.01, El Paso County, Colorado",5206,9.4,34754,63458,84642
1069,08041005400,EL PASO,"Census Tract 54, El Paso County, Colorado",6164,29.6,16427,29929,44956
1070,08041005300,EL PASO,"Census Tract 53, El Paso County, Colorado",4915,15.9,19909,50271,54640
1071,08041005201,EL PASO,"Census Tract 52.01, El Paso County, Colorado",4364,37,16370,27734,37488
1072,08041004800,EL PASO,"Census Tract 48, El Paso County, Colorado",5022,14.7,29754,63446,74879
1073,08041002700,EL PASO,"Census Tract 27, El Paso County, Colorado",3246,26,23635,32585,48403
1074,08041002501,EL PASO,"Census Tract 25.01, El Paso County, Colorado",3551,7.4,68472,126217,167001
1075,08041002502,EL PASO,"Census Tract 25.02, El Paso County, Colorado",4435,7.3,37093,62817,78863
1076,08041002400,EL PASO,"Census Tract 24, El Paso County, Colorado",5329,11.9,35905,55680,68955
1077,08041002200,EL PASO,"Census Tract 22, El Paso County, Colorado",2942,12.3,26904,43250,55092
1078,08041002102,EL PASO,"Census Tract 21.02, El Paso County, Colorado",4776,14,22916,45698,59188
